postcode,tax_individuals,medicare_levy_surcharge_num,govt_allow_payments_num,govt_pensions_allow_num,private_health_num
3807,"4,268 ",44 ,199 ,132 ,"2,778 "
3808,"1,896 ",24 ,69 ,71 ,"1,321 "
3809,"3,395 ",27 ,193 ,96 ,"1,786 "
3810,"23,803 ",179 ,"2,125 ","1,194 ","9,194 "
3812,"1,495 ",14 ,80 ,66 ,817 
3813,510 ,6 ,36 ,28 ,256 
3814,"1,249 ",14 ,69 ,70 ,590 
3815,"1,605 ",15 ,89 ,87 ,759 
3816,"1,439 ",11 ,144 ,73 ,547 
3818,"7,135 ",61 ,563 ,495 ,"2,856 "
3820,"9,001 ",132 ,649 ,580 ,"4,136 "
3821,"1,570 ",33 ,84 ,85 ,758 
3822,548 ,12 ,35 ,13 ,237 
3823,"1,035 ",20 ,60 ,63 ,451 
3824,"2,682 ",58 ,191 ,179 ,"1,203 "
3825,"9,791 ",208 ,"1,179 ",655 ,"4,216 "
3831,940 ,8 ,49 ,61 ,466 
3832,125 ,0 ,10 ,8 ,77 
3833,152 ,1 ,9 ,25 ,50 
3835,357 ,7 ,27 ,21 ,175 
3840,"7,650 ",167 ,969 ,547 ,"2,988 "
3842,"2,153 ",30 ,289 ,141 ,784 
3844,"15,942 ",482 ,"1,283 ",921 ,"7,499 "
3847,"1,107 ",23 ,79 ,63 ,392 
3850,"8,136 ",198 ,710 ,557 ,"3,546 "
3851,"2,339 ",82 ,190 ,183 ,990 
3854,879 ,32 ,37 ,30 ,432 
3856,569 ,21 ,35 ,15 ,229 
3857,224 ,4 ,21 ,16 ,81 
3858,"1,611 ",28 ,140 ,108 ,555 
3859,450 ,8 ,34 ,27 ,187 
3860,"3,993 ",101 ,324 ,266 ,"1,470 "
3862,"1,739 ",52 ,128 ,110 ,675 
3864,105 ,2 ,10 ,4 ,28 
3865,287 ,8 ,20 ,18 ,77 
3869,"1,038 ",38 ,87 ,71 ,516 
3870,672 ,15 ,60 ,56 ,267 
3871,"1,538 ",21 ,128 ,108 ,680 
3873,203 ,5 ,19 ,17 ,82 
3874,344 ,8 ,27 ,18 ,152 
3875,"9,826 ",138 ,882 ,819 ,"3,580 "
3878,586 ,10 ,46 ,65 ,268 
3880,"1,932 ",19 ,183 ,250 ,844 
3882,584 ,4 ,60 ,73 ,217 
3885,"1,018 ",19 ,106 ,83 ,242 
3886,189 ,4 ,18 ,12 ,51 
3887,160 ,1 ,19 ,9 ,26 
3888,"1,679 ",29 ,193 ,154 ,456 
3889,84 ,0 ,12 ,12 ,21 
3890,176 ,4 ,19 ,14 ,56 
3891,73 ,0 ,11 ,8 ,21 
3892,571 ,7 ,65 ,75 ,207 
3895,121 ,2 ,7 ,15 ,40 
3896,222 ,5 ,26 ,15 ,75 
3898,399 ,3 ,37 ,31 ,159 
3900,100 ,0 ,6 ,7 ,38 
3902,228 ,3 ,22 ,28 ,101 
3903,402 ,7 ,29 ,36 ,172 
3904,784 ,14 ,64 ,94 ,395 
3909,"3,886 ",73 ,396 ,405 ,"1,331 "
3910,"13,507 ",121 ,938 ,668 ,"7,160 "
3911,"2,019 ",14 ,165 ,93 ,"1,037 "
3912,"8,985 ",105 ,621 ,517 ,"4,898 "
3913,"2,103 ",20 ,140 ,143 ,"1,158 "
3915,"4,522 ",53 ,508 ,381 ,"1,847 "
3916,634 ,6 ,32 ,29 ,462 
3918,"2,243 ",25 ,138 ,121 ,"1,144 "
3919,"1,621 ",18 ,189 ,103 ,588 
3920,433 ,1 ,33 ,3 ,101 
3921,62 ,0 ,7 ,7 ,25 
3922,"4,006 ",25 ,376 ,404 ,"1,996 "
3923,327 ,2 ,23 ,39 ,193 
3925,"1,879 ",19 ,154 ,128 ,970 
3926,"2,071 ",23 ,102 ,149 ,"1,440 "
3927,993 ,8 ,45 ,87 ,709 
3928,339 ,1 ,14 ,17 ,264 
3929,616 ,6 ,25 ,36 ,482 
3930,"11,152 ",116 ,412 ,648 ,"8,670 "
3931,"13,520 ",108 ,829 ,"1,246 ","8,205 "
3933,708 ,5 ,23 ,29 ,521 
3934,"10,851 ",96 ,511 ,740 ,"7,574 "
3936,"6,011 ",56 ,430 ,587 ,"3,489 "
3937,"1,124 ",11 ,53 ,38 ,840 
3938,"1,794 ",18 ,112 ,169 ,"1,127 "
3939,"7,386 ",53 ,648 ,679 ,"3,648 "
3940,"2,010 ",11 ,197 ,318 ,876 
3941,"6,554 ",51 ,614 ,598 ,"3,309 "
3942,"1,358 ",11 ,80 ,147 ,908 
3943,"1,060 ",8 ,47 ,95 ,846 
3944,437 ,6 ,4 ,13 ,390 
3945,582 ,2 ,40 ,44 ,261 
3946,166 ,2 ,14 ,19 ,88 
3950,"2,456 ",17 ,205 ,217 ,934 
3951,581 ,5 ,43 ,35 ,259 
3953,"4,447 ",76 ,299 ,325 ,"2,037 "
3954,225 ,3 ,12 ,15 ,115 
3956,"1,341 ",10 ,102 ,79 ,626 
3957,181 ,0 ,15 ,13 ,83 
3958,164 ,1 ,16 ,5 ,72 
3959,692 ,13 ,49 ,42 ,341 
3960,"1,467 ",17 ,109 ,126 ,654 
3962,499 ,9 ,44 ,44 ,172 
3964,93 ,3 ,6 ,5 ,38 
3965,82 ,1 ,8 ,8 ,26 
3966,304 ,10 ,21 ,18 ,115 
3967,73 ,1 ,5 ,10 ,29 
3971,"2,097 ",43 ,170 ,172 ,782 
3975,"7,916 ",84 ,503 ,154 ,"3,140 "
3976,"12,349 ",77 ,"1,350 ",386 ,"3,064 "
3977,"46,397 ",353 ,"3,746 ","1,783 ","17,653 "
3978,"4,449 ",47 ,249 ,161 ,"1,964 "
3979,202 ,1 ,11 ,12 ,102 
3980,"1,848 ",20 ,96 ,89 ,747 
3981,"2,501 ",25 ,153 ,122 ,"1,059 "
3984,"2,400 ",25 ,220 ,207 ,952 
3987,819 ,8 ,57 ,31 ,330 
3988,672 ,10 ,46 ,41 ,276 
3990,91 ,0 ,4 ,8 ,55 
3991,204 ,3 ,14 ,20 ,71 
3992,401 ,3 ,46 ,22 ,123 
3995,"4,977 ",52 ,551 ,346 ,"1,492 "
3996,"2,900 ",25 ,238 ,254 ,"1,519 "
VIC other,"12,883 ",253 ,600 ,562 ,"6,088 "
6000,"9,712 ",480 ,324 ,169 ,"4,441 "
6003,"3,508 ",87 ,164 ,37 ,"1,669 "
6004,"7,621 ",234 ,235 ,95 ,"4,232 "
6005,"4,318 ",141 ,174 ,81 ,"2,493 "
6006,"5,680 ",113 ,285 ,163 ,"4,268 "
6007,"5,127 ",108 ,254 ,114 ,"3,733 "
6008,"9,824 ",200 ,386 ,282 ,"7,928 "
6009,"11,651 ",173 ,553 ,345 ,"9,701 "
6010,"10,971 ",161 ,411 ,500 ,"9,379 "
6011,"6,484 ",154 ,220 ,187 ,"5,542 "
6012,"5,698 ",90 ,271 ,172 ,"4,656 "
6014,"13,543 ",224 ,460 ,586 ,"10,893 "
6015,"4,730 ",65 ,124 ,183 ,"4,211 "
6016,"6,378 ",98 ,301 ,139 ,"4,619 "
6017,"3,176 ",62 ,196 ,88 ,"1,746 "
6018,"24,706 ",408 ,995 ,"1,098 ","19,803 "
6019,"15,507 ",353 ,655 ,642 ,"11,592 "
6020,"14,387 ",176 ,460 ,725 ,"12,329 "
6021,"12,952 ",156 ,634 ,606 ,"9,654 "
6022,"3,234 ",42 ,167 ,244 ,"2,434 "
6023,"10,117 ",120 ,328 ,556 ,"8,593 "
6024,"8,542 ",114 ,401 ,556 ,"6,521 "
6025,"20,227 ",345 ,911 ,"1,038 ","15,974 "
6026,"14,634 ",191 ,558 ,839 ,"12,271 "
6027,"27,592 ",487 ,"1,411 ","1,120 ","20,403 "
6028,"14,694 ",261 ,491 ,457 ,"11,581 "
6029,"1,957 ",29 ,56 ,85 ,"1,656 "
6030,"22,864 ",448 ,"1,400 ","1,042 ","15,263 "
6031,"9,295 ",182 ,510 ,289 ,"6,459 "
6032,187 ,4 ,8 ,6 ,118 
6033,333 ,1 ,10 ,7 ,250 
6034,568 ,16 ,26 ,14 ,415 
6035,"4,307 ",92 ,216 ,220 ,"2,920 "
6036,"8,215 ",212 ,454 ,276 ,"5,601 "
6037,"1,507 ",26 ,105 ,84 ,985 
6038,"2,732 ",64 ,132 ,60 ,"1,915 "
6041,840 ,12 ,46 ,55 ,547 
6042,68 ,1 ,7 ,11 ,48 
6043,120 ,4 ,4 ,9 ,81 
6044,744 ,23 ,30 ,54 ,421 
6050,"10,367 ",171 ,496 ,423 ,"8,076 "
6051,"8,486 ",150 ,506 ,248 ,"5,466 "
6052,"7,284 ",112 ,406 ,256 ,"5,514 "
6053,"8,937 ",154 ,439 ,329 ,"6,522 "
6054,"11,865 ",184 ,779 ,561 ,"8,119 "
6055,"11,130 ",193 ,511 ,355 ,"8,025 "
6056,"22,959 ",416 ,"1,590 ","1,216 ","15,133 "
6057,"10,383 ",174 ,530 ,498 ,"7,519 "
6058,"7,656 ",113 ,471 ,391 ,"5,066 "
6059,"14,672 ",174 ,742 ,799 ,"10,725 "
6060,"15,173 ",272 ,820 ,594 ,"10,393 "
6061,"20,249 ",312 ,"2,060 ",823 ,"10,083 "
6062,"20,632 ",264 ,"1,203 ","1,283 ","13,868 "
6063,"8,326 ",110 ,707 ,274 ,"4,948 "
6064,"16,673 ",209 ,"1,682 ",822 ,"9,313 "
6065,"37,092 ",571 ,"1,633 ","1,382 ","27,015 "
6066,"11,225 ",135 ,815 ,415 ,"7,435 "
6067,53 ,1 ,4 ,1 ,30 
6068,57 ,2 ,4 ,2 ,37 
6069,"20,494 ",402 ,948 ,772 ,"14,615 "
6070,"2,283 ",51 ,84 ,136 ,"1,844 "
6071,"2,173 ",32 ,90 ,104 ,"1,789 "
6072,598 ,5 ,26 ,38 ,459 
6073,"2,030 ",40 ,98 ,137 ,"1,576 "
6074,628 ,17 ,40 ,43 ,474 
6076,"13,683 ",201 ,469 ,984 ,"11,202 "
6077,601 ,7 ,17 ,38 ,449 
6078,419 ,9 ,13 ,21 ,335 
6081,"2,974 ",55 ,109 ,134 ,"2,321 "
6082,"1,944 ",48 ,103 ,117 ,"1,466 "
6083,"2,288 ",33 ,96 ,94 ,"1,782 "
6084,"4,593 ",89 ,185 ,164 ,"3,264 "
6090,188 ,11 ,6 ,0 ,122 
6100,"10,286 ",221 ,507 ,250 ,"6,537 "
6101,"10,756 ",215 ,658 ,319 ,"6,896 "
6102,"7,338 ",93 ,617 ,343 ,"3,684 "
6103,"5,922 ",139 ,376 ,139 ,"3,490 "
6104,"8,774 ",203 ,504 ,356 ,"5,559 "
6105,"8,656 ",158 ,583 ,405 ,"5,015 "
6106,175 ,8 ,1 ,3 ,97 
6107,"25,260 ",311 ,"1,635 ",878 ,"14,129 "
6108,"14,052 ",186 ,894 ,748 ,"9,067 "
6109,"6,364 ",84 ,610 ,314 ,"3,305 "
6110,"22,089 ",346 ,"1,629 ","1,098 ","13,533 "
6111,"13,531 ",252 ,931 ,767 ,"8,805 "
6112,"30,028 ",545 ,"2,114 ","1,247 ","19,200 "
6121,"1,767 ",23 ,51 ,39 ,"1,352 "
6122,"9,008 ",179 ,430 ,336 ,"6,169 "
6123,910 ,14 ,55 ,51 ,638 
6124,712 ,14 ,37 ,45 ,510 
6125,"1,782 ",43 ,53 ,64 ,"1,332 "
6126,152 ,2 ,7 ,3 ,111 
6147,"8,962 ",96 ,716 ,472 ,"5,458 "
6148,"11,091 ",153 ,542 ,669 ,"8,430 "
6149,"12,638 ",110 ,467 ,650 ,"10,324 "
6150,"8,834 ",75 ,365 ,554 ,"7,112 "
6151,"11,420 ",216 ,496 ,335 ,"8,880 "
6152,"16,059 ",233 ,880 ,731 ,"12,272 "
6153,"14,233 ",244 ,485 ,593 ,"11,831 "
6154,"6,390 ",62 ,285 ,419 ,"5,204 "
6155,"32,150 ",418 ,"1,339 ","1,291 ","24,227 "
6156,"10,300 ",157 ,446 ,477 ,"8,410 "
6157,"8,735 ",131 ,444 ,447 ,"7,103 "
6158,"4,871 ",73 ,205 ,184 ,"4,071 "
6159,"2,309 ",50 ,128 ,70 ,"1,928 "
6160,"5,838 ",157 ,410 ,223 ,"3,983 "
6161,140 ,3 ,7 ,5 ,58 
6162,"7,158 ",185 ,458 ,297 ,"5,148 "
6163,"30,392 ",509 ,"2,022 ","1,465 ","21,516 "
6164,"34,366 ",669 ,"1,707 ",981 ,"25,180 "
6165,161 ,9 ,4 ,2 ,102 
6166,"6,101 ",113 ,247 ,259 ,"4,802 "
6167,"13,213 ",276 ,"1,104 ",565 ,"7,659 "
6168,"12,883 ",298 ,"1,055 ",825 ,"7,572 "
6169,"19,840 ",487 ,"1,371 ","1,182 ","12,774 "
6170,"6,251 ",132 ,365 ,178 ,"3,897 "
6171,"16,690 ",440 ,759 ,567 ,"11,594 "
6172,"7,787 ",211 ,429 ,312 ,"5,057 "
6173,"6,961 ",214 ,227 ,196 ,"5,089 "
6174,"1,860 ",34 ,127 ,93 ,"1,261 "
6175,"2,085 ",54 ,101 ,91 ,"1,500 "
6176,531 ,6 ,18 ,21 ,393 
6180,"2,461 ",52 ,123 ,116 ,"1,679 "
6181,292 ,8 ,15 ,9 ,235 
6207,509 ,13 ,24 ,23 ,368 
6208,"5,936 ",123 ,372 ,475 ,"4,121 "
6209,846 ,15 ,55 ,55 ,575 
6210,"38,102 ",795 ,"2,628 ","2,962 ","25,904 "
6211,"3,325 ",92 ,214 ,244 ,"2,325 "
6213,395 ,10 ,36 ,12 ,256 
6214,405 ,8 ,24 ,14 ,287 
6215,"2,153 ",44 ,133 ,136 ,"1,512 "
6218,285 ,2 ,39 ,22 ,156 
6220,"2,765 ",45 ,145 ,127 ,"1,736 "
6221,111 ,4 ,9 ,3 ,70 
6223,140 ,1 ,6 ,4 ,118 
6224,658 ,9 ,36 ,36 ,401 
6225,"4,715 ",116 ,367 ,249 ,"3,181 "
6226,471 ,9 ,20 ,12 ,380 
6227,448 ,15 ,11 ,11 ,335 
6228,132 ,1 ,4 ,3 ,94 
6229,141 ,5 ,11 ,5 ,99 
6230,"24,679 ",501 ,"1,881 ","1,377 ","16,363 "
6232,"6,045 ",125 ,357 ,348 ,"4,111 "
6233,"10,945 ",263 ,632 ,535 ,"7,991 "
6236,"1,316 ",18 ,73 ,62 ,"1,014 "
6237,"1,512 ",27 ,79 ,91 ,"1,123 "
6239,"2,645 ",48 ,153 ,170 ,"1,661 "
6240,64 ,2 ,2 ,5 ,43 
6244,944 ,12 ,46 ,65 ,651 
6251,210 ,3 ,12 ,14 ,134 
6253,406 ,0 ,39 ,38 ,245 
6254,249 ,8 ,30 ,20 ,137 
6255,"2,312 ",37 ,157 ,176 ,"1,439 "
6256,61 ,2 ,6 ,3 ,40 
6258,"3,905 ",70 ,281 ,239 ,"2,291 "
6260,952 ,18 ,53 ,65 ,566 
6262,409 ,6 ,31 ,40 ,223 
6271,"1,873 ",35 ,134 ,117 ,"1,212 "
6275,812 ,8 ,59 ,70 ,433 
6280,"16,025 ",231 ,"1,187 ","1,183 ","10,439 "
6281,"4,805 ",98 ,215 ,226 ,"3,352 "
6282,955 ,13 ,46 ,36 ,710 
6284,"1,313 ",33 ,79 ,54 ,853 
6285,"6,395 ",115 ,400 ,256 ,"3,419 "
6286,395 ,7 ,24 ,21 ,247 
6288,380 ,8 ,11 ,19 ,218 
6290,999 ,7 ,68 ,101 ,611 
6302,"1,978 ",38 ,115 ,156 ,"1,311 "
6304,911 ,12 ,64 ,75 ,621 
6306,587 ,8 ,46 ,42 ,396 
6308,870 ,19 ,51 ,41 ,590 
6309,157 ,0 ,8 ,7 ,88 
6311,303 ,7 ,15 ,29 ,195 
6312,"2,659 ",41 ,167 ,173 ,"1,610 "
6313,98 ,0 ,7 ,3 ,55 
6315,"1,234 ",10 ,75 ,82 ,781 
6316,212 ,0 ,18 ,9 ,147 
6317,"2,310 ",29 ,229 ,133 ,"1,193 "
6318,273 ,4 ,15 ,12 ,166 
6320,345 ,3 ,20 ,17 ,243 
6321,312 ,3 ,16 ,28 ,167 
6322,152 ,3 ,11 ,7 ,82 
6323,514 ,4 ,51 ,48 ,259 
6324,"2,059 ",26 ,210 ,164 ,"1,070 "
6326,313 ,3 ,14 ,26 ,178 
6327,119 ,1 ,15 ,9 ,50 
6328,290 ,1 ,18 ,5 ,183 
6330,"20,268 ",281 ,"1,501 ","1,517 ","11,058 "
6333,"3,449 ",49 ,272 ,273 ,"1,993 "
6335,477 ,11 ,23 ,22 ,302 
6336,227 ,2 ,13 ,13 ,144 
6337,413 ,9 ,20 ,8 ,265 
6338,484 ,6 ,13 ,26 ,347 
6341,173 ,5 ,6 ,5 ,127 
6343,142 ,3 ,7 ,5 ,109 
6346,521 ,18 ,17 ,23 ,319 
6348,499 ,9 ,33 ,33 ,327 
6350,286 ,4 ,17 ,18 ,178 
6352,122 ,0 ,7 ,4 ,105 
6353,560 ,10 ,22 ,15 ,389 
6355,395 ,11 ,16 ,7 ,284 
6356,120 ,0 ,0 ,1 ,93 
6357,61 ,0 ,5 ,2 ,50 
6358,80 ,0 ,5 ,3 ,63 
6359,323 ,5 ,13 ,13 ,241 
6361,76 ,2 ,1 ,0 ,64 
6365,368 ,5 ,18 ,14 ,268 
6367,235 ,7 ,16 ,10 ,162 
6369,500 ,8 ,20 ,32 ,351 
6370,331 ,4 ,24 ,23 ,240 
6372,93 ,2 ,7 ,6 ,59 
6375,689 ,11 ,29 ,64 ,500 
6383,571 ,4 ,31 ,32 ,401 
6386,61 ,0 ,5 ,3 ,37 
6390,996 ,15 ,29 ,35 ,821 
6391,713 ,7 ,45 ,26 ,511 
6392,355 ,6 ,22 ,15 ,239 
6393,80 ,0 ,5 ,6 ,58 
6394,88 ,2 ,4 ,8 ,60 
6395,"1,426 ",21 ,75 ,80 ,939 
6396,226 ,1 ,9 ,12 ,133 
6398,294 ,1 ,14 ,35 ,167 
6401,"3,827 ",80 ,286 ,217 ,"2,438 "
6403,125 ,4 ,9 ,11 ,80 
6405,203 ,2 ,17 ,9 ,134 
6407,587 ,9 ,31 ,31 ,404 
6409,246 ,4 ,13 ,10 ,168 
6410,554 ,5 ,43 ,54 ,350 
6411,79 ,0 ,0 ,3 ,65 
6415,"1,689 ",32 ,92 ,94 ,"1,136 "
6418,406 ,6 ,22 ,20 ,290 
6420,80 ,1 ,4 ,2 ,60 
6421,98 ,0 ,3 ,7 ,79 
6423,97 ,3 ,1 ,4 ,80 
6425,84 ,1 ,5 ,2 ,78 
6426,456 ,15 ,34 ,33 ,309 
6429,386 ,9 ,41 ,17 ,186 
6430,"13,803 ",400 ,673 ,374 ,"9,243 "
6431,55 ,0 ,9 ,1 ,24 
6432,"4,047 ",131 ,332 ,167 ,"2,259 "
6436,56 ,0 ,12 ,3 ,22 
6437,176 ,1 ,0 ,0 ,122 
6438,324 ,11 ,44 ,13 ,135 
6440,260 ,10 ,52 ,7 ,78 
6442,"1,257 ",43 ,110 ,30 ,855 
6443,387 ,14 ,58 ,25 ,149 
6445,129 ,2 ,5 ,13 ,89 
6446,105 ,2 ,3 ,2 ,71 
6447,82 ,1 ,0 ,0 ,67 
6448,211 ,6 ,23 ,8 ,129 
6450,"8,199 ",157 ,583 ,489 ,"4,862 "
6460,412 ,2 ,17 ,27 ,317 
6461,420 ,3 ,22 ,30 ,301 
6466,67 ,0 ,1 ,1 ,59 
6468,205 ,2 ,6 ,9 ,151 
6472,147 ,1 ,3 ,6 ,109 
6475,251 ,3 ,15 ,20 ,182 
6477,185 ,4 ,10 ,9 ,128 
6479,368 ,6 ,10 ,21 ,297 
6485,271 ,2 ,14 ,24 ,198 
6488,118 ,3 ,7 ,13 ,68 
6490,129 ,1 ,7 ,10 ,84 
6501,612 ,11 ,25 ,33 ,427 
6502,765 ,12 ,28 ,50 ,507 
6503,"1,355 ",16 ,39 ,75 ,827 
6504,68 ,0 ,6 ,7 ,42 
6505,86 ,0 ,0 ,5 ,71 
6507,354 ,0 ,5 ,15 ,292 
6509,126 ,1 ,5 ,3 ,68 
6510,"1,213 ",25 ,81 ,69 ,823 
6511,309 ,8 ,16 ,23 ,212 
6512,67 ,3 ,2 ,2 ,51 
6513,127 ,3 ,6 ,1 ,101 
6514,319 ,8 ,26 ,33 ,204 
6515,241 ,0 ,10 ,14 ,165 
6516,"1,040 ",36 ,54 ,69 ,720 
6517,276 ,7 ,17 ,11 ,186 
6518,127 ,2 ,7 ,7 ,86 
6519,316 ,5 ,18 ,23 ,188 
6521,224 ,4 ,10 ,11 ,168 
6522,305 ,6 ,21 ,11 ,211 
6525,"2,062 ",56 ,140 ,136 ,"1,403 "
6528,296 ,2 ,17 ,18 ,209 
6530,"19,455 ",430 ,"1,450 ","1,074 ","11,936 "
6532,"2,702 ",75 ,137 ,111 ,"1,865 "
6535,891 ,15 ,71 ,68 ,533 
6536,855 ,27 ,82 ,53 ,497 
6537,508 ,7 ,39 ,25 ,266 
6556,"1,232 ",23 ,50 ,53 ,875 
6558,497 ,10 ,32 ,44 ,337 
6560,674 ,17 ,74 ,29 ,367 
6562,705 ,21 ,46 ,40 ,484 
6564,256 ,4 ,17 ,16 ,174 
6566,"1,926 ",37 ,131 ,174 ,"1,216 "
6567,66 ,2 ,6 ,5 ,46 
6568,150 ,1 ,7 ,4 ,115 
6569,197 ,0 ,5 ,14 ,129 
6571,73 ,1 ,1 ,2 ,54 
6575,116 ,2 ,6 ,2 ,90 
6603,763 ,7 ,34 ,31 ,515 
6606,134 ,0 ,4 ,9 ,102 
6608,70 ,1 ,5 ,3 ,40 
6609,551 ,7 ,21 ,17 ,346 
6612,147 ,3 ,4 ,7 ,116 
6616,61 ,1 ,2 ,5 ,35 
6620,215 ,3 ,12 ,11 ,122 
6623,402 ,9 ,34 ,36 ,233 
6630,315 ,5 ,32 ,14 ,189 
6635,77 ,6 ,16 ,5 ,36 
6638,237 ,12 ,40 ,17 ,85 
6640,113 ,3 ,21 ,12 ,38 
6642,400 ,17 ,60 ,23 ,142 
6646,118 ,5 ,17 ,11 ,46 
6701,"3,232 ",89 ,368 ,134 ,"1,353 "
6707,"1,715 ",56 ,66 ,35 ,927 
6710,720 ,54 ,31 ,10 ,312 
6713,655 ,47 ,13 ,7 ,504 
6714,"10,104 ",754 ,412 ,121 ,"6,562 "
6716,368 ,14 ,3 ,2 ,318 
6718,338 ,18 ,64 ,23 ,77 
6720,"1,370 ",86 ,54 ,14 ,"1,028 "
6721,"2,926 ",318 ,83 ,22 ,"1,928 "
6722,"5,920 ",635 ,334 ,88 ,"3,139 "
6725,"7,836 ",321 ,591 ,260 ,"3,500 "
6726,"1,402 ",45 ,83 ,33 ,726 
6728,"1,956 ",78 ,307 ,99 ,646 
6740,444 ,25 ,78 ,28 ,136 
6743,"3,866 ",141 ,307 ,99 ,"1,661 "
6751,"1,796 ",58 ,54 ,10 ,"1,426 "
6753,"2,671 ",172 ,124 ,27 ,"1,716 "
6754,841 ,31 ,10 ,5 ,712 
6758,51 ,3 ,8 ,4 ,12 
6760,102 ,4 ,20 ,6 ,41 
6765,806 ,33 ,197 ,34 ,172 
6770,769 ,24 ,154 ,51 ,171 
6798,925 ,97 ,13 ,10 ,371 
6799,246 ,8 ,25 ,3 ,82 
WA other,"16,233 ",448 ,468 ,526 ,"8,951 "
2600,,,,,
2601,,,,,
2602,,,,,
2603,,,,,
2604,,,,,
2605,,,,,
2606,,,,,
2607,,,,,
2609,,,,,
2611,,,,,
2612,,,,,
2614,,,,,
2615,,,,,
2617,,,,,
2900,,,,,
2902,,,,,
2903,,,,,
2904,,,,,
2905,,,,,
2906,,,,,
2911,,,,,
2912,,,,,
2913,,,,,
2914,,,,,
ACT other,,,,,
NA,,,,,
2000,,,,,
2006,,,,,
2007,,,,,
2008,,,,,
2009,,,,,
2010,,,,,
2011,,,,,
2015,,,,,
2016,,,,,
2017,,,,,
2018,,,,,
2019,,,,,
2020,,,,,
2021,,,,,
2022,,,,,
2023,,,,,
2024,,,,,
2025,,,,,
2026,,,,,
2027,,,,,
2028,,,,,
2029,,,,,
2030,,,,,
2031,,,,,
2032,,,,,
2033,,,,,
2034,,,,,
2035,,,,,
2036,,,,,
2037,,,,,
2038,,,,,
2039,,,,,
2040,,,,,
2041,,,,,
2042,,,,,
2043,,,,,
2044,,,,,
2045,,,,,
2046,,,,,
2047,,,,,
2048,,,,,
2049,,,,,
2050,,,,,
2052,,,,,
2060,,,,,
2061,,,,,
2062,,,,,
2063,,,,,
2064,,,,,
2065,,,,,
2066,,,,,
2067,,,,,
2068,,,,,
2069,,,,,
2070,,,,,
2071,,,,,
2072,,,,,
2073,,,,,
2074,,,,,
2075,,,,,
2076,,,,,
2077,,,,,
2079,,,,,
2080,,,,,
2081,,,,,
2082,,,,,
2083,,,,,
2084,,,,,
2085,,,,,
2086,,,,,
2087,,,,,
2088,,,,,
2089,,,,,
2090,,,,,
2092,,,,,
2093,,,,,
2094,,,,,
2095,,,,,
2096,,,,,
2097,,,,,
2099,,,,,
2100,,,,,
2101,,,,,
2102,,,,,
2103,,,,,
2104,,,,,
2105,,,,,
2106,,,,,
2107,,,,,
2108,,,,,
2110,,,,,
2111,,,,,
2112,,,,,
2113,,,,,
2114,,,,,
2115,,,,,
2116,,,,,
2117,,,,,
2118,,,,,
2119,,,,,
2120,,,,,
2121,,,,,
2122,,,,,
2125,,,,,
2126,,,,,
2127,,,,,
2128,,,,,
2130,,,,,
2131,,,,,
2132,,,,,
2133,,,,,
2134,,,,,
2135,,,,,
2136,,,,,
2137,,,,,
2138,,,,,
2140,,,,,
2141,,,,,
2142,,,,,
2143,,,,,
2144,,,,,
2145,,,,,
2146,,,,,
2147,,,,,
2148,,,,,
2150,,,,,
2151,,,,,
2152,,,,,
2153,,,,,
2154,,,,,
2155,,,,,
2156,,,,,
2157,,,,,
2158,,,,,
2159,,,,,
2160,,,,,
2161,,,,,
2162,,,,,
2163,,,,,
2164,,,,,
2165,,,,,
2166,,,,,
2167,,,,,
2168,,,,,
2170,,,,,
2171,,,,,
2172,,,,,
2173,,,,,
2174,,,,,
2175,,,,,
2176,,,,,
2177,,,,,
2178,,,,,
2179,,,,,
2190,,,,,
2191,,,,,
2192,,,,,
2193,,,,,
2194,,,,,
2195,,,,,
2196,,,,,
2197,,,,,
2198,,,,,
2199,,,,,
2200,,,,,
2203,,,,,
2204,,,,,
2205,,,,,
2206,,,,,
2207,,,,,
2208,,,,,
2209,,,,,
2210,,,,,
2211,,,,,
2212,,,,,
2213,,,,,
2214,,,,,
2216,,,,,
2217,,,,,
2218,,,,,
2219,,,,,
2220,,,,,
2221,,,,,
2222,,,,,
2223,,,,,
2224,,,,,
2225,,,,,
2226,,,,,
2227,,,,,
2228,,,,,
2229,,,,,
2230,,,,,
2231,,,,,
2232,,,,,
2233,,,,,
2234,,,,,
2250,,,,,
2251,,,,,
2256,,,,,
2257,,,,,
2258,,,,,
2259,,,,,
2260,,,,,
2261,,,,,
2262,,,,,
2263,,,,,
2264,,,,,
2265,,,,,
2267,,,,,
2278,,,,,
2280,,,,,
2281,,,,,
2282,,,,,
2283,,,,,
2284,,,,,
2285,,,,,
2286,,,,,
2287,,,,,
2289,,,,,
2290,,,,,
2291,,,,,
2292,,,,,
2293,,,,,
2294,,,,,
2295,,,,,
2296,,,,,
2297,,,,,
2298,,,,,
2299,,,,,
2300,,,,,
2302,,,,,
2303,,,,,
2304,,,,,
2305,,,,,
2306,,,,,
2307,,,,,
2308,,,,,
2309,,,,,
2311,,,,,
2312,,,,,
2315,,,,,
2316,,,,,
2317,,,,,
2318,,,,,
2319,,,,,
2320,,,,,
2321,,,,,
2322,,,,,
2323,,,,,
2324,,,,,
2325,,,,,
2326,,,,,
2327,,,,,
2328,,,,,
2329,,,,,
2330,,,,,
2333,,,,,
2334,,,,,
2335,,,,,
